sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_10_200_2_2.txt,5,beam_search_glcs,new_h8,3,0.0071,True
sigma-2,mglcs_10_200_2_2.txt,5,imbs_glcs,new_h8,6,0.1084,True
sigma-2,mglcs_10_200_2_2.txt,10,beam_search_glcs,new_h8,3,0.0064,True
sigma-2,mglcs_10_200_2_2.txt,10,imbs_glcs,new_h8,7,0.2393,True
sigma-2,mglcs_10_200_2_2.txt,20,beam_search_glcs,new_h8,3,0.0074,True
sigma-2,mglcs_10_200_2_2.txt,20,imbs_glcs,new_h8,7,0.2320,True
sigma-2,mglcs_10_200_2_2.txt,50,beam_search_glcs,new_h8,3,0.0154,True
sigma-2,mglcs_10_200_2_2.txt,50,imbs_glcs,new_h8,7,0.2420,True
sigma-2,mglcs_10_200_2_2.txt,100,beam_search_glcs,new_h8,3,0.0000,True
sigma-2,mglcs_10_200_2_2.txt,100,imbs_glcs,new_h8,4,0.0506,True
sigma-2,mglcs_10_200_2_2.txt,250,beam_search_glcs,new_h8,3,0.0056,True
sigma-2,mglcs_10_200_2_2.txt,250,imbs_glcs,new_h8,4,0.0448,True
sigma-2,mglcs_10_200_2_2.txt,500,beam_search_glcs,new_h8,3,0.0060,True
sigma-2,mglcs_10_200_2_2.txt,500,imbs_glcs,new_h8,4,0.0426,True
sigma-2,mglcs_10_200_2_2.txt,10000,beam_search_glcs,new_h8,3,0.0055,True
sigma-2,mglcs_10_200_2_3.txt,1,beam_search_glcs,new_h8,2,0.0062,True
sigma-2,mglcs_10_200_2_3.txt,1,imbs_glcs,new_h8,5,0.0238,True
sigma-2,mglcs_10_200_2_3.txt,5,beam_search_glcs,new_h8,2,0.0049,True
sigma-2,mglcs_10_200_2_3.txt,5,imbs_glcs,new_h8,5,0.1159,True
sigma-2,mglcs_10_200_2_3.txt,10,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_3.txt,10,imbs_glcs,new_h8,7,0.2271,True
sigma-2,mglcs_10_200_2_3.txt,20,beam_search_glcs,new_h8,2,0.0065,True
sigma-2,mglcs_10_200_2_3.txt,20,imbs_glcs,new_h8,7,0.2260,True
sigma-2,mglcs_10_200_2_3.txt,50,beam_search_glcs,new_h8,2,0.0070,True
sigma-2,mglcs_10_200_2_3.txt,50,imbs_glcs,new_h8,7,0.2318,True
sigma-2,mglcs_10_200_2_3.txt,100,beam_search_glcs,new_h8,2,0.0062,True
sigma-2,mglcs_10_200_2_3.txt,100,imbs_glcs,new_h8,4,0.0417,True
sigma-2,mglcs_10_200_2_3.txt,250,beam_search_glcs,new_h8,2,0.0059,True
sigma-2,mglcs_10_200_2_3.txt,250,imbs_glcs,new_h8,4,0.0423,True
sigma-2,mglcs_10_200_2_3.txt,500,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_3.txt,500,imbs_glcs,new_h8,4,0.0416,True
sigma-2,mglcs_10_200_2_3.txt,10000,beam_search_glcs,new_h8,2,0.0050,True
sigma-2,mglcs_10_200_2_4.txt,1,beam_search_glcs,new_h8,1,0.0060,True
sigma-2,mglcs_10_200_2_4.txt,1,imbs_glcs,new_h8,6,0.0245,True
sigma-2,mglcs_10_200_2_4.txt,5,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_4.txt,5,imbs_glcs,new_h8,8,0.1228,True
sigma-2,mglcs_10_200_2_4.txt,10,beam_search_glcs,new_h8,2,0.0052,True
sigma-2,mglcs_10_200_2_4.txt,10,imbs_glcs,new_h8,8,0.2115,True
sigma-2,mglcs_10_200_2_4.txt,20,beam_search_glcs,new_h8,2,0.0066,True
sigma-2,mglcs_10_200_2_4.txt,20,imbs_glcs,new_h8,8,0.2191,True
sigma-2,mglcs_10_200_2_4.txt,50,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_4.txt,50,imbs_glcs,new_h8,8,0.2191,True
sigma-2,mglcs_10_200_2_4.txt,100,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_4.txt,100,imbs_glcs,new_h8,8,0.0459,True
sigma-2,mglcs_10_200_2_4.txt,250,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_4.txt,250,imbs_glcs,new_h8,8,0.0450,True
sigma-2,mglcs_10_200_2_4.txt,500,beam_search_glcs,new_h8,2,0.0062,True
sigma-2,mglcs_10_200_2_4.txt,500,imbs_glcs,new_h8,8,0.0447,True
sigma-2,mglcs_10_200_2_4.txt,10000,beam_search_glcs,new_h8,2,0.0060,True
sigma-2,mglcs_10_200_2_5.txt,1,beam_search_glcs,new_h8,1,0.0050,True
sigma-2,mglcs_10_200_2_5.txt,1,imbs_glcs,new_h8,3,0.0229,True
sigma-2,mglcs_10_200_2_5.txt,5,beam_search_glcs,new_h8,1,0.0060,True
sigma-2,mglcs_10_200_2_5.txt,5,imbs_glcs,new_h8,7,0.1080,True
sigma-2,mglcs_10_200_2_5.txt,10,beam_search_glcs,new_h8,1,0.0159,True
sigma-2,mglcs_10_200_2_5.txt,10,imbs_glcs,new_h8,7,0.2720,True
sigma-2,mglcs_10_200_2_5.txt,20,beam_search_glcs,new_h8,1,0.0090,True
sigma-2,mglcs_10_200_2_5.txt,20,imbs_glcs,new_h8,7,0.3100,True
sigma-2,mglcs_10_200_2_5.txt,50,beam_search_glcs,new_h8,1,0.0062,True
sigma-2,mglcs_10_200_2_5.txt,50,imbs_glcs,new_h8,7,0.2695,True
sigma-2,mglcs_10_200_2_5.txt,100,beam_search_glcs,new_h8,1,0.0157,True
sigma-2,mglcs_10_200_2_5.txt,100,imbs_glcs,new_h8,6,0.0541,True
sigma-2,mglcs_10_200_2_5.txt,250,beam_search_glcs,new_h8,1,0.0061,True
sigma-2,mglcs_10_200_2_5.txt,250,imbs_glcs,new_h8,6,0.0493,True
sigma-2,mglcs_10_200_2_5.txt,500,beam_search_glcs,new_h8,1,0.0052,True
sigma-2,mglcs_10_200_2_5.txt,500,imbs_glcs,new_h8,6,0.0524,True
sigma-2,mglcs_10_200_2_5.txt,10000,beam_search_glcs,new_h8,1,0.0000,True
sigma-2,mglcs_10_200_2_6.txt,1,beam_search_glcs,new_h8,1,0.0060,True
sigma-2,mglcs_10_200_2_6.txt,1,imbs_glcs,new_h8,8,0.0231,True
sigma-2,mglcs_10_200_2_6.txt,5,beam_search_glcs,new_h8,1,0.0063,True
sigma-2,mglcs_10_200_2_6.txt,5,imbs_glcs,new_h8,5,0.1152,True
sigma-2,mglcs_10_200_2_6.txt,10,beam_search_glcs,new_h8,1,0.0076,True
sigma-2,mglcs_10_200_2_6.txt,10,imbs_glcs,new_h8,7,0.2769,True
sigma-2,mglcs_10_200_2_6.txt,20,beam_search_glcs,new_h8,1,0.0065,True
sigma-2,mglcs_10_200_2_6.txt,20,imbs_glcs,new_h8,7,0.2771,True
sigma-2,mglcs_10_200_2_6.txt,50,beam_search_glcs,new_h8,1,0.0059,True
sigma-2,mglcs_10_200_2_6.txt,50,imbs_glcs,new_h8,7,0.2692,True
sigma-2,mglcs_10_200_2_6.txt,100,beam_search_glcs,new_h8,1,0.0050,True
sigma-2,mglcs_10_200_2_6.txt,100,imbs_glcs,new_h8,7,0.0527,True
sigma-2,mglcs_10_200_2_6.txt,250,beam_search_glcs,new_h8,1,0.0050,True
sigma-2,mglcs_10_200_2_6.txt,250,imbs_glcs,new_h8,7,0.0523,True
sigma-2,mglcs_10_200_2_6.txt,500,beam_search_glcs,new_h8,1,0.0054,True
sigma-2,mglcs_10_200_2_6.txt,500,imbs_glcs,new_h8,7,0.0658,True
sigma-2,mglcs_10_200_2_6.txt,10000,beam_search_glcs,new_h8,1,0.0058,True
sigma-2,mglcs_10_200_2_7.txt,1,beam_search_glcs,new_h8,2,0.0067,True
sigma-2,mglcs_10_200_2_7.txt,1,imbs_glcs,new_h8,5,0.0231,True
sigma-2,mglcs_10_200_2_7.txt,5,beam_search_glcs,new_h8,4,0.0069,True
sigma-2,mglcs_10_200_2_7.txt,5,imbs_glcs,new_h8,7,0.1204,True
sigma-2,mglcs_10_200_2_7.txt,10,beam_search_glcs,new_h8,4,0.0064,True
sigma-2,mglcs_10_200_2_7.txt,10,imbs_glcs,new_h8,5,0.2390,True
