sigma,filename,beam_width,heuristic,length,time_s,feasible
sigma-2,mglcs_2_50_2_0.txt,500,h5,24,0.0021,True
sigma-2,mglcs_2_50_2_0.txt,500,h8,24,0.0016,True
sigma-2,mglcs_2_50_2_1.txt,500,h2,36,0.0443,True
sigma-2,mglcs_2_50_2_1.txt,500,h5,36,0.0750,True
sigma-2,mglcs_2_50_2_1.txt,500,h8,36,0.0566,True
sigma-2,mglcs_2_50_2_2.txt,500,h2,36,0.0143,True
sigma-2,mglcs_2_50_2_2.txt,500,h5,36,0.0208,True
sigma-2,mglcs_2_50_2_2.txt,500,h8,36,0.0154,True
sigma-2,mglcs_2_50_2_3.txt,500,h2,38,0.0095,True
sigma-2,mglcs_2_50_2_3.txt,500,h5,38,0.0146,True
sigma-2,mglcs_2_50_2_3.txt,500,h8,38,0.0080,True
sigma-2,mglcs_2_50_2_4.txt,500,h2,37,0.0020,True
sigma-2,mglcs_2_50_2_4.txt,500,h5,37,0.0042,True
sigma-2,mglcs_2_50_2_4.txt,500,h8,37,0.0032,True
sigma-2,mglcs_2_50_2_5.txt,500,h2,36,0.0077,True
sigma-2,mglcs_2_50_2_5.txt,500,h5,36,0.0124,True
sigma-2,mglcs_2_50_2_5.txt,500,h8,36,0.0100,True
sigma-2,mglcs_2_50_2_6.txt,500,h2,38,0.0147,True
sigma-2,mglcs_2_50_2_6.txt,500,h5,38,0.0207,True
sigma-2,mglcs_2_50_2_6.txt,500,h8,38,0.0135,True
sigma-2,mglcs_2_50_2_7.txt,500,h2,38,0.0070,True
sigma-2,mglcs_2_50_2_7.txt,500,h5,38,0.0126,True
sigma-2,mglcs_2_50_2_7.txt,500,h8,38,0.0097,True
sigma-2,mglcs_2_50_2_8.txt,500,h2,20,0.0035,True
sigma-2,mglcs_2_50_2_8.txt,500,h5,20,0.0047,True
sigma-2,mglcs_2_50_2_8.txt,500,h8,20,0.0031,True
sigma-2,mglcs_2_50_2_9.txt,500,h2,38,0.0397,True
sigma-2,mglcs_2_50_2_9.txt,500,h5,38,0.0611,True
sigma-2,mglcs_2_50_2_9.txt,500,h8,38,0.0463,True
sigma-2,mglcs_3_100_2_0.txt,500,h2,37,0.0307,True
sigma-2,mglcs_3_100_2_0.txt,500,h5,37,0.0483,True
sigma-2,mglcs_3_100_2_0.txt,500,h8,37,0.0383,True
sigma-2,mglcs_3_100_2_1.txt,500,h2,32,0.0644,True
sigma-2,mglcs_3_100_2_1.txt,500,h5,32,0.0989,True
sigma-2,mglcs_3_100_2_1.txt,500,h8,42,0.1098,True
sigma-2,mglcs_3_100_2_2.txt,500,h2,27,0.0156,True
sigma-2,mglcs_3_100_2_2.txt,500,h5,27,0.0254,True
sigma-2,mglcs_3_100_2_2.txt,500,h8,27,0.0312,True
sigma-2,mglcs_3_100_2_3.txt,500,h2,42,0.0759,True
sigma-2,mglcs_3_100_2_3.txt,500,h5,42,0.1123,True
sigma-2,mglcs_3_100_2_3.txt,500,h8,42,0.0823,True
sigma-2,mglcs_3_100_2_4.txt,500,h2,48,0.0287,True
sigma-2,mglcs_3_100_2_4.txt,500,h5,48,0.0465,True
sigma-2,mglcs_3_100_2_4.txt,500,h8,48,0.0331,True
sigma-2,mglcs_3_100_2_5.txt,500,h2,30,0.0640,True
sigma-2,mglcs_3_100_2_5.txt,500,h5,30,0.0926,True
sigma-2,mglcs_3_100_2_5.txt,500,h8,30,0.0688,True
sigma-2,mglcs_3_100_2_6.txt,500,h2,57,0.2159,True
sigma-2,mglcs_3_100_2_6.txt,500,h5,57,0.3835,True
sigma-2,mglcs_3_100_2_6.txt,500,h8,54,0.2089,True
sigma-2,mglcs_3_100_2_7.txt,500,h2,35,0.0360,True
sigma-2,mglcs_3_100_2_7.txt,500,h5,35,0.0599,True
sigma-2,mglcs_3_100_2_7.txt,500,h8,35,0.0520,True
sigma-2,mglcs_3_100_2_8.txt,500,h2,26,0.0356,True
sigma-2,mglcs_3_100_2_8.txt,500,h5,26,0.0561,True
sigma-2,mglcs_3_100_2_8.txt,500,h8,26,0.0445,True
sigma-2,mglcs_3_100_2_9.txt,500,h2,42,0.0565,True
sigma-2,mglcs_3_100_2_9.txt,500,h5,42,0.0953,True
sigma-2,mglcs_3_100_2_9.txt,500,h8,40,0.0615,True
sigma-2,mglcs_3_200_2_0.txt,500,h2,70,0.4708,True
sigma-2,mglcs_3_200_2_0.txt,500,h5,70,0.7611,True
sigma-2,mglcs_3_200_2_0.txt,500,h8,65,0.5244,True
sigma-2,mglcs_3_200_2_1.txt,500,h2,85,0.3055,True
sigma-2,mglcs_3_200_2_1.txt,500,h5,85,0.4484,True
sigma-2,mglcs_3_200_2_1.txt,500,h8,71,0.2889,True
sigma-2,mglcs_3_200_2_2.txt,500,h2,88,0.5059,True
sigma-2,mglcs_3_200_2_2.txt,500,h5,90,0.9489,True
sigma-2,mglcs_3_200_2_2.txt,500,h8,37,0.2060,True
sigma-2,mglcs_3_200_2_3.txt,500,h2,40,0.0944,True
sigma-2,mglcs_3_200_2_3.txt,500,h5,40,0.1364,True
sigma-2,mglcs_3_200_2_3.txt,500,h8,40,0.1824,True
sigma-2,mglcs_3_200_2_4.txt,500,h2,87,0.4275,True
sigma-2,mglcs_3_200_2_4.txt,500,h5,87,0.7446,True
sigma-2,mglcs_3_200_2_4.txt,500,h8,76,0.5184,True
sigma-2,mglcs_3_200_2_5.txt,500,h2,36,0.0308,True
sigma-2,mglcs_3_200_2_5.txt,500,h5,31,0.0544,True
sigma-2,mglcs_3_200_2_5.txt,500,h8,36,0.0627,True
sigma-2,mglcs_3_200_2_6.txt,500,h2,24,0.0323,True
sigma-2,mglcs_3_200_2_6.txt,500,h5,24,0.0531,True
sigma-2,mglcs_3_200_2_6.txt,500,h8,24,0.0703,True
sigma-2,mglcs_3_200_2_7.txt,500,h2,27,0.0995,True
sigma-2,mglcs_3_200_2_7.txt,500,h5,27,0.1673,True
sigma-2,mglcs_3_200_2_7.txt,500,h8,27,0.1472,True
sigma-2,mglcs_3_200_2_8.txt,500,h2,50,0.4319,True
sigma-2,mglcs_3_200_2_8.txt,500,h5,50,0.7128,True
sigma-2,mglcs_3_200_2_8.txt,500,h8,50,0.4778,True
sigma-2,mglcs_3_200_2_9.txt,500,h2,76,0.4026,True
sigma-2,mglcs_3_200_2_9.txt,500,h5,76,0.6802,True
sigma-2,mglcs_3_200_2_9.txt,500,h8,72,0.2759,True
sigma-2,mglcs_3_50_2_0.txt,500,h2,30,0.0243,True
sigma-2,mglcs_3_50_2_0.txt,500,h5,30,0.0368,True
sigma-2,mglcs_3_50_2_0.txt,500,h8,30,0.0285,True
sigma-2,mglcs_3_50_2_1.txt,500,h2,17,0.0024,True
sigma-2,mglcs_3_50_2_1.txt,500,h5,17,0.0041,True
sigma-2,mglcs_3_50_2_1.txt,500,h8,17,0.0032,True
sigma-2,mglcs_3_50_2_2.txt,500,h2,34,0.0610,True
sigma-2,mglcs_3_50_2_2.txt,500,h5,34,0.1023,True
sigma-2,mglcs_3_50_2_2.txt,500,h8,34,0.0709,True
sigma-2,mglcs_3_50_2_3.txt,500,h2,21,0.0032,True
sigma-2,mglcs_3_50_2_3.txt,500,h5,21,0.0036,True
sigma-2,mglcs_3_50_2_3.txt,500,h8,21,0.0051,True
sigma-2,mglcs_3_50_2_4.txt,500,h2,33,0.0191,True
sigma-2,mglcs_3_50_2_4.txt,500,h5,33,0.0301,True
sigma-2,mglcs_3_50_2_4.txt,500,h8,33,0.0230,True
sigma-2,mglcs_3_50_2_5.txt,500,h2,16,0.0025,True
sigma-2,mglcs_3_50_2_5.txt,500,h5,16,0.0047,True
sigma-2,mglcs_3_50_2_5.txt,500,h8,16,0.0038,True
sigma-2,mglcs_3_50_2_6.txt,500,h2,30,0.0089,True
sigma-2,mglcs_3_50_2_6.txt,500,h5,30,0.0150,True
sigma-2,mglcs_3_50_2_6.txt,500,h8,30,0.0123,True
sigma-2,mglcs_3_50_2_7.txt,500,h2,19,0.0019,True
sigma-2,mglcs_3_50_2_7.txt,500,h5,19,0.0040,True
sigma-2,mglcs_3_50_2_7.txt,500,h8,19,0.0046,True
sigma-2,mglcs_3_50_2_8.txt,500,h2,24,0.0285,True
sigma-2,mglcs_3_50_2_8.txt,500,h5,24,0.0439,True
sigma-2,mglcs_3_50_2_8.txt,500,h8,24,0.0297,True
sigma-2,mglcs_3_50_2_9.txt,500,h2,12,0.0062,True
sigma-2,mglcs_3_50_2_9.txt,500,h5,12,0.0077,True
sigma-2,mglcs_3_50_2_9.txt,500,h8,12,0.0076,True
sigma-2,mglcs_5_100_2_0.txt,500,h2,11,0.0071,True
sigma-2,mglcs_5_100_2_0.txt,500,h5,11,0.0082,True
sigma-2,mglcs_5_100_2_0.txt,500,h8,12,0.0186,True
sigma-2,mglcs_5_100_2_1.txt,500,h2,19,0.0066,True
sigma-2,mglcs_5_100_2_1.txt,500,h5,19,0.0112,True
sigma-2,mglcs_5_100_2_1.txt,500,h8,19,0.0133,True
sigma-2,mglcs_5_100_2_2.txt,500,h2,12,0.0066,True
sigma-2,mglcs_5_100_2_2.txt,500,h5,12,0.0097,True
sigma-2,mglcs_5_100_2_2.txt,500,h8,12,0.0171,True
sigma-2,mglcs_5_100_2_3.txt,500,h2,25,0.0075,True
sigma-2,mglcs_5_100_2_3.txt,500,h5,26,0.0235,True
sigma-2,mglcs_5_100_2_3.txt,500,h8,19,0.0200,True
sigma-2,mglcs_5_100_2_4.txt,500,h2,11,0.0085,True
sigma-2,mglcs_5_100_2_4.txt,500,h5,11,0.0096,True
sigma-2,mglcs_5_100_2_4.txt,500,h8,11,0.0168,True
sigma-2,mglcs_5_100_2_5.txt,500,h2,10,0.0053,True
sigma-2,mglcs_5_100_2_5.txt,500,h5,10,0.0080,True
sigma-2,mglcs_5_100_2_5.txt,500,h8,10,0.0156,True
sigma-2,mglcs_5_100_2_6.txt,500,h2,13,0.0032,True
sigma-2,mglcs_5_100_2_6.txt,500,h5,13,0.0071,True
sigma-2,mglcs_5_100_2_6.txt,500,h8,13,0.0133,True
sigma-2,mglcs_5_100_2_7.txt,500,h2,15,0.0059,True
sigma-2,mglcs_5_100_2_7.txt,500,h5,10,0.0076,True
sigma-2,mglcs_5_100_2_7.txt,500,h8,15,0.0181,True
sigma-2,mglcs_5_100_2_8.txt,500,h2,12,0.0047,True
sigma-2,mglcs_5_100_2_8.txt,500,h5,11,0.0082,True
sigma-2,mglcs_5_100_2_8.txt,500,h8,12,0.0197,True
sigma-2,mglcs_5_100_2_9.txt,500,h2,14,0.0070,True
sigma-2,mglcs_5_100_2_9.txt,500,h5,14,0.0107,True
sigma-2,mglcs_5_100_2_9.txt,500,h8,14,0.0230,True
sigma-2,mglcs_5_200_2_0.txt,500,h2,23,0.0162,True
sigma-2,mglcs_5_200_2_0.txt,500,h5,17,0.0678,True
sigma-2,mglcs_5_200_2_0.txt,500,h8,23,0.0828,True
sigma-2,mglcs_5_200_2_1.txt,500,h2,19,0.0153,True
sigma-2,mglcs_5_200_2_1.txt,500,h5,19,0.0228,True
sigma-2,mglcs_5_200_2_1.txt,500,h8,17,0.0843,True
sigma-2,mglcs_5_200_2_2.txt,500,h2,32,0.0255,True
sigma-2,mglcs_5_200_2_2.txt,500,h5,32,0.0344,True
sigma-2,mglcs_5_200_2_2.txt,500,h8,32,0.0873,True
sigma-2,mglcs_5_200_2_3.txt,500,h2,22,0.0297,True
sigma-2,mglcs_5_200_2_3.txt,500,h5,22,0.0409,True
sigma-2,mglcs_5_200_2_3.txt,500,h8,22,0.0778,True
sigma-2,mglcs_5_200_2_4.txt,500,h2,15,0.0161,True
sigma-2,mglcs_5_200_2_4.txt,500,h5,24,0.0278,True
sigma-2,mglcs_5_200_2_4.txt,500,h8,16,0.0820,True
sigma-2,mglcs_5_200_2_5.txt,500,h2,18,0.0181,True
sigma-2,mglcs_5_200_2_5.txt,500,h5,22,0.0363,True
sigma-2,mglcs_5_200_2_5.txt,500,h8,18,0.0900,True
sigma-2,mglcs_5_200_2_6.txt,500,h2,18,0.0217,True
sigma-2,mglcs_5_200_2_6.txt,500,h5,19,0.0272,True
sigma-2,mglcs_5_200_2_6.txt,500,h8,18,0.1103,True
sigma-2,mglcs_5_200_2_7.txt,500,h2,20,0.0252,True
sigma-2,mglcs_5_200_2_7.txt,500,h5,20,0.0394,True
sigma-2,mglcs_5_200_2_7.txt,500,h8,18,0.0713,True
sigma-2,mglcs_5_200_2_8.txt,500,h2,13,0.0181,True
sigma-2,mglcs_5_200_2_8.txt,500,h5,13,0.0215,True
sigma-2,mglcs_5_200_2_8.txt,500,h8,13,0.0777,True
sigma-2,mglcs_5_200_2_9.txt,500,h2,21,0.0183,True
sigma-2,mglcs_5_200_2_9.txt,500,h5,11,0.0289,True
sigma-2,mglcs_5_200_2_9.txt,500,h8,21,0.0811,True
sigma-2,mglcs_5_50_2_0.txt,500,h2,10,0.0028,True
sigma-2,mglcs_5_50_2_0.txt,500,h5,10,0.0019,True
sigma-2,mglcs_5_50_2_0.txt,500,h8,10,0.0039,True
sigma-2,mglcs_5_50_2_1.txt,500,h2,18,0.0050,True
sigma-2,mglcs_5_50_2_1.txt,500,h5,18,0.0058,True
sigma-2,mglcs_5_50_2_1.txt,500,h8,18,0.0101,True
sigma-2,mglcs_5_50_2_2.txt,500,h2,7,0.0011,True
sigma-2,mglcs_5_50_2_2.txt,500,h5,7,0.0045,True
sigma-2,mglcs_5_50_2_2.txt,500,h8,7,0.0034,True
sigma-2,mglcs_5_50_2_3.txt,500,h2,5,0.0017,True
sigma-2,mglcs_5_50_2_3.txt,500,h5,9,0.0038,True
sigma-2,mglcs_5_50_2_3.txt,500,h8,5,0.0379,True
sigma-2,mglcs_5_50_2_4.txt,500,h2,14,0.0000,True
sigma-2,mglcs_5_50_2_4.txt,500,h5,14,0.0120,True
sigma-2,mglcs_5_50_2_4.txt,500,h8,14,0.0000,True
sigma-2,mglcs_5_50_2_5.txt,500,h2,6,0.0037,True
sigma-2,mglcs_5_50_2_5.txt,500,h5,6,0.0023,True
sigma-2,mglcs_5_50_2_5.txt,500,h8,6,0.0052,True
sigma-2,mglcs_5_50_2_6.txt,500,h2,9,0.0030,True
sigma-2,mglcs_5_50_2_6.txt,500,h5,8,0.0021,True
sigma-2,mglcs_5_50_2_6.txt,500,h8,7,0.0058,True
sigma-2,mglcs_5_50_2_7.txt,500,h2,7,0.0021,True
sigma-2,mglcs_5_50_2_7.txt,500,h5,7,0.0019,True
sigma-2,mglcs_5_50_2_7.txt,500,h8,7,0.0041,True
sigma-2,mglcs_5_50_2_8.txt,500,h2,9,0.0034,True
sigma-2,mglcs_5_50_2_8.txt,500,h5,9,0.0022,True
sigma-2,mglcs_5_50_2_8.txt,500,h8,9,0.0059,True
sigma-2,mglcs_5_50_2_9.txt,500,h2,11,0.0018,True
sigma-2,mglcs_5_50_2_9.txt,500,h5,11,0.0027,True
sigma-2,mglcs_5_50_2_9.txt,500,h8,11,0.0035,True
sigma-4,mglcs_10_100_4_0.txt,500,h2,3,0.0082,True
sigma-4,mglcs_10_100_4_0.txt,500,h5,3,0.0082,True
sigma-4,mglcs_10_100_4_0.txt,500,h8,3,0.0218,True
sigma-4,mglcs_10_100_4_1.txt,500,h2,4,0.0051,True
sigma-4,mglcs_10_100_4_1.txt,500,h5,4,0.0078,True
sigma-4,mglcs_10_100_4_1.txt,500,h8,4,0.0188,True
sigma-4,mglcs_10_100_4_2.txt,500,h2,3,0.0075,True
sigma-4,mglcs_10_100_4_2.txt,500,h5,3,0.0111,True
sigma-4,mglcs_10_100_4_2.txt,500,h8,3,0.0238,True
sigma-4,mglcs_10_100_4_3.txt,500,h2,4,0.0061,True
sigma-4,mglcs_10_100_4_3.txt,500,h5,4,0.0111,True
sigma-4,mglcs_10_100_4_3.txt,500,h8,3,0.0216,True
sigma-4,mglcs_10_100_4_4.txt,500,h2,3,0.0058,True
sigma-4,mglcs_10_100_4_4.txt,500,h5,3,0.0058,True
sigma-4,mglcs_10_100_4_4.txt,500,h8,4,0.0247,True
sigma-4,mglcs_10_100_4_5.txt,500,h2,4,0.0071,True
sigma-4,mglcs_10_100_4_5.txt,500,h5,4,0.0085,True
sigma-4,mglcs_10_100_4_5.txt,500,h8,4,0.0249,True
sigma-4,mglcs_10_100_4_6.txt,500,h2,5,0.0046,True
sigma-4,mglcs_10_100_4_6.txt,500,h5,5,0.0087,True
sigma-4,mglcs_10_100_4_6.txt,500,h8,5,0.0196,True
sigma-4,mglcs_10_100_4_7.txt,500,h2,4,0.0075,True
sigma-4,mglcs_10_100_4_7.txt,500,h5,3,0.0083,True
sigma-4,mglcs_10_100_4_7.txt,500,h8,5,0.0234,True
sigma-4,mglcs_10_100_4_8.txt,500,h2,3,0.0072,True
sigma-4,mglcs_10_100_4_8.txt,500,h5,3,0.0107,True
sigma-4,mglcs_10_100_4_8.txt,500,h8,3,0.0251,True
